t_ros,u_cmd_L,u_cmd_R,p_ch_L,p_ch_R,p_sup,L_pos_mm,R_pos_mm,F_L,F_R
1768579763.8043876,5.0,5.0,0.0,0.0,0.0,213.53475952148438,200.7171630859375,117.25132751464844,120.27647399902344
1768579763.8053875,5.0,5.0,0.0,0.0,0.0,213.71786499023438,201.02236938476562,117.10897064208984,120.06293487548828
1768579763.8063874,5.0,5.0,0.0,0.0,0.0,213.59579467773438,201.32754516601562,117.28691864013672,120.13411712646484
1768579763.807387,5.0,5.0,0.0,0.0,0.0,213.59579467773438,200.7781982421875,117.25132751464844,120.24088287353516
1768579763.8083873,5.0,5.0,0.0,0.0,0.0,214.20614624023438,200.90029907226562,117.42927551269531,120.27647399902344
1768579763.809391,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.28691864013672,120.13411712646484
1768579763.8103886,5.0,5.0,0.0,0.0,0.0,213.47372436523438,200.83926391601562,117.39368438720703,120.20529174804688
1768579763.811387,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.08340454101562,117.4648666381836,120.38323974609375
1768579763.8123884,5.0,5.0,0.0,0.0,0.0,213.35165405273438,200.96133422851562,117.28691864013672,120.20529174804688
1768579763.813394,5.0,5.0,0.0,0.0,0.0,213.83993530273438,201.02236938476562,117.10897064208984,120.16970825195312
1768579763.814388,5.0,5.0,0.0,0.0,0.0,213.71786499023438,200.96133422851562,117.322509765625,120.31206512451172
1768579763.8153872,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.14443969726562,117.39368438720703,120.31206512451172
1768579763.8163874,5.0,5.0,0.0,0.0,0.0,213.71786499023438,201.38858032226562,117.322509765625,120.16970825195312
1768579763.8173878,5.0,5.0,0.0,0.0,0.0,213.71786499023438,200.83926391601562,117.35809326171875,120.16970825195312
1768579763.818388,5.0,5.0,0.0,0.0,0.0,214.02304077148438,200.90029907226562,117.39368438720703,120.13411712646484
1768579763.8193877,5.0,5.0,0.0,0.0,0.0,213.59579467773438,201.02236938476562,117.14456176757812,120.38323974609375
1768579763.8203871,5.0,5.0,0.0,0.0,0.0,213.53475952148438,200.83926391601562,117.28691864013672,120.31206512451172
1768579763.8213875,5.0,5.0,0.0,0.0,0.0,213.71786499023438,200.90029907226562,117.50045013427734,119.95616912841797
1768579763.8223872,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.32754516601562,117.322509765625,120.13411712646484
