t_ros,u_cmd_L,u_cmd_R,p_ch_L,p_ch_R,p_sup,L_pos_mm,R_pos_mm,F_L,F_R
1768579789.0298212,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0308208,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0318239,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0328238,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.033821,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0348213,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.035821,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.036821,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0378218,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.038821,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0398219,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768579789.0409133,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.26651000976562,117.21573638916016,120.34765625
1768579789.0418532,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.63272094726562,117.322509765625,119.74261474609375
1768579789.042823,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.51065063476562,117.18014526367188,119.95616912841797
1768579789.0438216,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.25132751464844,119.95616912841797
1768579789.0448215,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.75479125976562,117.10897064208984,120.27647399902344
1768579789.0458217,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.20547485351562,117.50045013427734,120.41883087158203
1768579789.046822,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.26651000976562,117.39368438720703,120.38323974609375
1768579789.047821,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.32754516601562,117.4648666381836,120.09852600097656
1768579789.0488214,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.81582641601562,117.28691864013672,120.20529174804688
1768579789.0498211,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.69375610351562,117.18014526367188,120.20529174804688
1768579789.0508752,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.38858032226562,117.50045013427734,120.09852600097656
1768579789.0518212,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.08340454101562,117.18014526367188,120.09852600097656
1768579789.0528595,5.0,5.0,0.0,0.0,0.0,214.75546264648438,202.05996704101562,117.50045013427734,120.20529174804688
1768579789.0538213,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.57168579101562,117.21573638916016,119.8849868774414
1768579789.054821,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.32754516601562,117.25132751464844,120.16970825195312
1768579789.055821,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.63272094726562,117.25132751464844,120.31206512451172
1768579789.0568767,5.0,5.0,0.0,0.0,0.0,213.59579467773438,201.38858032226562,117.28691864013672,119.99176025390625
1768579789.0578218,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.26651000976562,117.21573638916016,120.16970825195312
1768579789.0588288,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.57168579101562,117.03777313232422,119.99176025390625
1768579789.0598598,5.0,5.0,0.0,0.0,0.0,214.38925170898438,202.05996704101562,117.42927551269531,119.92057800292969
1768579789.0608673,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.81582641601562,117.42927551269531,120.38323974609375
1768579789.0618312,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.87686157226562,117.50045013427734,120.02735137939453
1768579789.062821,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.44961547851562,117.14456176757812,120.16970825195312
1768579789.063821,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.26651000976562,117.78517150878906,120.27647399902344
1768579789.064821,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.32754516601562,117.42927551269531,120.31206512451172
1768579789.065821,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.69375610351562,117.21573638916016,120.09852600097656
1768579789.0668213,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.75479125976562,117.64281463623047,120.24088287353516
1768579789.0678208,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.69375610351562,117.35809326171875,119.8849868774414
1768579789.068822,5.0,5.0,0.0,0.0,0.0,213.90097045898438,201.14443969726562,117.21573638916016,120.09852600097656
1768579789.0698214,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.69375610351562,117.42927551269531,120.09852600097656
1768579789.070821,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.51065063476562,117.35809326171875,120.13411712646484
1768579789.0718207,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.63272094726562,117.28691864013672,120.27647399902344
1768579789.072821,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.08340454101562,117.67839813232422,120.16970825195312
1768579789.073821,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.87686157226562,117.00218963623047,119.99176025390625
1768579789.0748215,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.51065063476562,117.0733642578125,119.92057800292969
1768579789.0758214,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.08340454101562,117.4648666381836,119.99176025390625
1768579789.076822,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.75479125976562,117.322509765625,119.77820587158203
1768579789.0778215,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.32754516601562,117.50045013427734,120.06293487548828
1768579789.0788217,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.38858032226562,117.64281463623047,120.20529174804688
1768579789.0798213,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.51065063476562,117.322509765625,120.24088287353516
1768579789.0808215,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.63272094726562,117.322509765625,120.24088287353516
1768579789.0818212,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.51065063476562,117.322509765625,120.20529174804688
1768579789.0828214,5.0,5.0,0.0,0.0,0.0,214.57235717773438,201.81582641601562,117.28691864013672,120.24088287353516
1768579789.083821,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.44961547851562,117.14456176757812,120.13411712646484
1768579789.0848217,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.51065063476562,117.18014526367188,120.09852600097656
1768579789.0858214,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.44961547851562,117.39368438720703,120.20529174804688
1768579789.0868206,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.44961547851562,117.14456176757812,119.81381225585938
1768579789.0878212,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.51065063476562,117.21573638916016,119.92057800292969
1768579789.0888212,5.0,5.0,0.0,0.0,0.0,214.81649780273438,201.32754516601562,117.42927551269531,120.20529174804688
1768579789.0898209,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.69375610351562,117.35809326171875,120.06293487548828
1768579789.0908217,5.0,5.0,0.0,0.0,0.0,214.14511108398438,200.83926391601562,117.4648666381836,120.16970825195312
1768579789.0918212,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.14443969726562,117.35809326171875,120.24088287353516
1768579789.0928206,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.38858032226562,117.18014526367188,120.13411712646484
1768579789.0938218,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.32754516601562,117.21573638916016,120.27647399902344
1768579789.094822,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.02236938476562,117.21573638916016,120.31206512451172
1768579789.0958216,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.14443969726562,117.50045013427734,120.34765625
1768579789.096822,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.08340454101562,117.39368438720703,119.99176025390625
1768579789.0978215,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.44961547851562,117.35809326171875,119.92057800292969
1768579789.0988214,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.14443969726562,117.322509765625,120.13411712646484
1768579789.0998213,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.32754516601562,117.42927551269531,119.99176025390625
1768579789.1008213,5.0,5.0,0.0,0.0,0.0,214.57235717773438,201.93789672851562,117.39368438720703,120.20529174804688
1768579789.101822,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.63272094726562,117.35809326171875,120.02735137939453
1768579789.1028216,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.38858032226562,116.8242416381836,119.8849868774414
1768579789.1038215,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.51065063476562,117.322509765625,119.99176025390625
1768579789.104821,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.63272094726562,117.42927551269531,119.92057800292969
1768579789.1058223,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.57168579101562,117.28691864013672,119.92057800292969
1768579789.1068213,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.322509765625,120.16970825195312
1768579789.107821,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.08340454101562,117.7139892578125,120.27647399902344
1768579789.1088219,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.57168579101562,117.64281463623047,120.24088287353516
1768579789.1098208,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.57168579101562,117.03777313232422,119.92057800292969
1768579789.1108215,5.0,5.0,0.0,0.0,0.0,213.71786499023438,201.75479125976562,117.53604125976562,120.09852600097656
1768579789.1118217,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.69375610351562,116.8242416381836,120.16970825195312
1768579789.1128228,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.38858032226562,117.322509765625,120.13411712646484
1768579789.1138213,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.63272094726562,117.25132751464844,120.31206512451172
1768579789.1148214,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.51065063476562,117.0733642578125,120.24088287353516
1768579789.1158211,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.57168579101562,117.7139892578125,120.24088287353516
1768579789.1168213,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.75479125976562,117.35809326171875,120.13411712646484
1768579789.1178217,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.32754516601562,117.4648666381836,120.24088287353516
1768579789.1188216,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.44961547851562,117.64281463623047,120.06293487548828
1768579789.1198215,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.53604125976562,120.16970825195312
1768579789.1208212,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.32754516601562,117.53604125976562,120.02735137939453
1768579789.1218212,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.75479125976562,117.322509765625,120.13411712646484
1768579789.1228216,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.21573638916016,120.24088287353516
1768579789.1238215,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.69375610351562,117.42927551269531,120.13411712646484
1768579789.1248214,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.44961547851562,117.10897064208984,119.99176025390625
1768579789.1258216,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.26651000976562,117.39368438720703,120.41883087158203
1768579789.1268215,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.02236938476562,117.4648666381836,120.38323974609375
1768579789.127822,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.51065063476562,117.5716323852539,120.52560424804688
1768579789.1288218,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.26651000976562,117.322509765625,120.16970825195312
1768579789.1298215,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.44961547851562,117.14456176757812,120.13411712646484
1768579789.1308215,5.0,5.0,0.0,0.0,0.0,214.20614624023438,200.90029907226562,117.5716323852539,120.31206512451172
1768579789.1318214,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.38858032226562,117.25132751464844,120.09852600097656
1768579789.1328223,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.32754516601562,117.35809326171875,120.09852600097656
1768579789.1338212,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.26651000976562,117.35809326171875,120.20529174804688
1768579789.1348212,5.0,5.0,0.0,0.0,0.0,214.57235717773438,201.63272094726562,117.28691864013672,120.06293487548828
1768579789.1358218,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.93789672851562,117.39368438720703,120.20529174804688
1768579789.1368213,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.69375610351562,117.21573638916016,119.99176025390625
1768579789.137822,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.38858032226562,117.39368438720703,119.99176025390625
1768579789.1388218,5.0,5.0,0.0,0.0,0.0,214.20614624023438,200.7781982421875,117.5716323852539,120.45442199707031
1768579789.139822,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.32754516601562,117.53604125976562,120.34765625
1768579789.1408215,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.38858032226562,117.4648666381836,120.27647399902344
1768579789.1418214,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.75479125976562,117.39368438720703,120.20529174804688
1768579789.142821,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.51065063476562,117.42927551269531,120.02735137939453
1768579789.1438215,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.44961547851562,117.10897064208984,120.24088287353516
1768579789.1448214,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.51065063476562,117.4648666381836,120.27647399902344
1768579789.145821,5.0,5.0,0.0,0.0,0.0,213.90097045898438,201.44961547851562,117.39368438720703,120.06293487548828
1768579789.146821,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.38858032226562,117.322509765625,120.16970825195312
1768579789.147822,5.0,5.0,0.0,0.0,0.0,213.90097045898438,201.44961547851562,117.10897064208984,120.16970825195312
1768579789.1488214,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.38858032226562,117.18014526367188,119.99176025390625
1768579789.1498218,5.0,5.0,0.0,0.0,0.0,213.83993530273438,201.69375610351562,117.35809326171875,120.20529174804688
1768579789.1508217,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.81582641601562,117.14456176757812,120.24088287353516
1768579789.1518214,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.26651000976562,117.322509765625,120.24088287353516
1768579789.152821,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.93789672851562,117.322509765625,120.02735137939453
1768579789.1538215,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.69375610351562,117.10897064208984,119.95616912841797
1768579789.1548214,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.26651000976562,117.322509765625,120.56118774414062
1768579789.1558208,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.38858032226562,117.21573638916016,120.20529174804688
1768579789.1568208,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.57168579101562,117.10897064208984,120.24088287353516
1768579789.1578214,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.69375610351562,117.21573638916016,120.56118774414062
1768579789.1588213,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.44961547851562,117.28691864013672,120.41883087158203
1768579789.1598215,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.69375610351562,117.60722351074219,120.34765625
1768579789.1608217,5.0,5.0,0.0,0.0,0.0,214.32821655273438,200.83926391601562,117.322509765625,120.63236999511719
1768579789.1618211,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.69375610351562,117.25132751464844,120.02735137939453
1768579789.1628215,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.69375610351562,117.18014526367188,120.16970825195312
1768579789.1638212,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.02236938476562,117.25132751464844,120.16970825195312
1768579789.1648211,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.87686157226562,117.35809326171875,119.99176025390625
1768579789.1658216,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.51065063476562,116.89541625976562,120.20529174804688
1768579789.1668215,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.57168579101562,117.39368438720703,119.99176025390625
1768579789.167822,5.0,5.0,0.0,0.0,0.0,214.51132202148438,202.18203735351562,117.14456176757812,119.8849868774414
1768579789.1688213,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.51065063476562,117.18014526367188,120.06293487548828
1768579789.169821,5.0,5.0,0.0,0.0,0.0,214.57235717773438,201.99893188476562,117.42927551269531,120.41883087158203
1768579789.1708212,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.14443969726562,117.25132751464844,120.4900131225586
1768579789.1718216,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.87686157226562,117.42927551269531,120.27647399902344
1768579789.1728213,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.44961547851562,117.25132751464844,120.02735137939453
1768579789.1738212,5.0,5.0,0.0,0.0,0.0,213.71786499023438,201.44961547851562,117.21573638916016,120.20529174804688
1768579789.174821,5.0,5.0,0.0,0.0,0.0,213.77890014648438,201.44961547851562,117.14456176757812,120.27647399902344
1768579789.1758208,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.26651000976562,117.4648666381836,120.20529174804688
1768579789.176822,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.44961547851562,117.28691864013672,120.16970825195312
1768579789.1778212,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.14443969726562,117.50045013427734,120.45442199707031
1768579789.1788216,5.0,5.0,0.0,0.0,0.0,214.75546264648438,201.69375610351562,117.4648666381836,120.24088287353516
1768579789.1798213,5.0,5.0,0.0,0.0,0.0,214.32821655273438,200.83926391601562,117.53604125976562,120.13411712646484
1768579789.180821,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.20547485351562,117.78517150878906,120.27647399902344
1768579789.1818216,5.0,5.0,0.0,0.0,0.0,214.08407592773438,201.51065063476562,117.18014526367188,120.06293487548828
1768579789.1828213,5.0,5.0,0.0,0.0,0.0,214.69442749023438,201.26651000976562,117.18014526367188,120.34765625
1768579789.1838212,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.32754516601562,117.60722351074219,120.20529174804688
1768579789.1848223,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.75479125976562,117.322509765625,120.06293487548828
1768579789.1858215,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.63272094726562,117.10897064208984,120.06293487548828
1768579789.1868217,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.93789672851562,117.60722351074219,119.8849868774414
1768579789.1878214,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.75479125976562,117.00218963623047,120.27647399902344
1768579789.1888216,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.51065063476562,117.64281463623047,120.06293487548828
1768579789.189821,5.0,5.0,0.0,0.0,0.0,214.02304077148438,202.05996704101562,117.322509765625,120.09852600097656
1768579789.190821,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.51065063476562,117.5716323852539,120.31206512451172
1768579789.1918216,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.38858032226562,117.00218963623047,120.13411712646484
1768579789.192821,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.38858032226562,117.42927551269531,120.38323974609375
1768579789.1938217,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.38858032226562,117.322509765625,120.38323974609375
1768579789.1948214,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.26651000976562,117.60722351074219,120.41883087158203
1768579789.1958215,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.26651000976562,117.53604125976562,119.92057800292969
1768579789.1968207,5.0,5.0,0.0,0.0,0.0,214.51132202148438,201.69375610351562,117.42927551269531,120.20529174804688
1768579789.1978211,5.0,5.0,0.0,0.0,0.0,214.63339233398438,201.75479125976562,117.53604125976562,120.09852600097656
1768579789.1988213,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.51065063476562,117.67839813232422,120.02735137939453
1768579789.1998208,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.51065063476562,117.4648666381836,120.24088287353516
1768579789.2008214,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.20547485351562,117.322509765625,120.09852600097656
1768579789.201821,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.69375610351562,117.39368438720703,119.99176025390625
1768579789.202822,5.0,5.0,0.0,0.0,0.0,214.32821655273438,201.44961547851562,117.5716323852539,119.95616912841797
1768579789.2038217,5.0,5.0,0.0,0.0,0.0,213.53475952148438,201.75479125976562,117.28691864013672,119.99176025390625
1768579789.2048216,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.51065063476562,116.75305938720703,120.13411712646484
1768579789.205821,5.0,5.0,0.0,0.0,0.0,214.14511108398438,200.90029907226562,117.21573638916016,120.02735137939453
1768579789.206821,5.0,5.0,0.0,0.0,0.0,214.38925170898438,201.26651000976562,117.5716323852539,119.95616912841797
1768579789.2078214,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.32754516601562,116.9310073852539,119.99176025390625
1768579789.2088218,5.0,5.0,0.0,0.0,0.0,213.96200561523438,201.57168579101562,117.39368438720703,119.99176025390625
1768579789.209822,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.14443969726562,117.53604125976562,120.56118774414062
1768579789.2108223,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.99893188476562,117.39368438720703,120.09852600097656
1768579789.2118216,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.02236938476562,117.14456176757812,120.02735137939453
1768579789.212821,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.51065063476562,117.25132751464844,120.38323974609375
1768579789.2138216,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.51065063476562,117.74958038330078,120.20529174804688
1768579789.2148213,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.51065063476562,117.60722351074219,120.24088287353516
1768579789.215821,5.0,5.0,0.0,0.0,0.0,214.26718139648438,201.69375610351562,117.39368438720703,120.16970825195312
1768579789.216821,5.0,5.0,0.0,0.0,0.0,214.02304077148438,201.44961547851562,117.39368438720703,119.99176025390625
1768579789.217821,5.0,5.0,0.0,0.0,0.0,214.45028686523438,202.24307250976562,117.25132751464844,119.99176025390625
1768579789.2188208,5.0,5.0,0.0,0.0,0.0,214.45028686523438,201.99893188476562,117.42927551269531,120.13411712646484
1768579789.2198207,5.0,5.0,0.0,0.0,0.0,214.20614624023438,201.81582641601562,117.21573638916016,120.20529174804688
1768579789.2208219,5.0,5.0,0.0,0.0,0.0,214.14511108398438,201.20547485351562,117.4648666381836,120.27647399902344
